Old value,Prediction
975000.00,1140465.12
230000.00,271728.84
6000000.00,4959754.50
350000.00,369415.59
9000000.00,8165350.00
8000000.00,8569094.00
160000.00,-62790.76
4600000.00,4059446.25
1400000.00,1324310.00
8500000.00,7675441.50
300000.00,375232.00
170000.00,189640.73
290000.00,334226.41
1000000.00,972341.88
325000.00,295435.97
350000.00,440397.00
270000.00,237542.80
650000.00,594818.06
625000.00,641695.00
17500000.00,20342334.00
160000.00,28492.59
100000.00,144091.27
2400000.00,2712225.25
850000.00,708927.25
1300000.00,1223591.00
825000.00,897551.75
350000.00,320021.72
180000.00,183926.00
1100000.00,1346332.12
1500000.00,1842512.50
1500000.00,1581374.12
575000.00,451758.75
60000.00,210198.03
10000000.00,9205486.00
1500000.00,1453150.00
600000.00,727018.31
13000000.00,13607208.00
450000.00,498707.44
575000.00,505289.28
350000.00,370057.59
33000000.00,31328838.00
675000.00,749098.44
525000.00,475536.25
140000.00,195993.38
2200000.00,2155490.75
725000.00,765854.31
9000000.00,9111068.00
675000.00,647568.69
725000.00,858591.81
2200000.00,2072177.12
190000.00,158295.92
1300000.00,1165784.88
17500000.00,18083838.00
425000.00,452867.41
220000.00,114763.02
875000.00,758970.00
625000.00,550482.00
9000000.00,8812228.00
550000.00,426192.31
775000.00,582601.19
6000000.00,5166376.50
525000.00,434525.03
0.00,138342.28
70000.00,144091.27
90000.00,201167.78
120000.00,175436.08
575000.00,597525.94
750000.00,1019275.25
1300000.00,1316954.62
300000.00,378332.16
50000.00,144091.27
14000000.00,13170386.00
2500000.00,2851852.25
190000.00,444573.47
875000.00,744765.31
4700000.00,4681401.50
450000.00,484502.75
70000.00,195993.38
375000.00,495775.97
2300000.00,2082046.75
475000.00,522569.00
1100000.00,921540.44
425000.00,484502.75
600000.00,571453.19
575000.00,475247.78
875000.00,1017057.25
475000.00,503881.84
3300000.00,2919533.25
40000.00,175436.08
825000.00,776443.38
4200000.00,4284490.00
950000.00,945553.69
180000.00,444573.47
160000.00,175436.08
9000000.00,8577688.00
4500000.00,4366469.00
15500000.00,16679138.00
240000.00,342286.44
0.00,1601817.62
2200000.00,2106065.75
850000.00,881185.50
3000000.00,3816921.25
825000.00,834304.19
300000.00,678448.56
2400000.00,2335010.00
1300000.00,1113619.50
725000.00,849647.88
14000000.00,15359410.00
500000.00,509980.59
1200000.00,958414.50
975000.00,988925.81
875000.00,796138.75
750000.00,723507.06
30000.00,-55472.40
6500000.00,6951600.00
575000.00,577133.88
7000000.00,6726796.50
240000.00,213765.30
3200000.00,3081982.75
5000000.00,5406028.50
120000.00,195993.38
1800000.00,2624065.25
2800000.00,3127198.25
1100000.00,1042827.94
7500000.00,6060140.50
16000000.00,14687004.00
475000.00,375690.97
2300000.00,3288237.75
475000.00,609081.06
3000000.00,3381649.75
1800000.00,1956513.75
240000.00,206198.02
4300000.00,4278135.50
2800000.00,2882665.25
9000000.00,8366869.00
26500000.00,27312160.00
270000.00,276903.25
250000.00,308078.97
575000.00,645988.44
270000.00,187070.69
140000.00,195993.38
550000.00,679337.50
350000.00,375232.00
2500000.00,2398899.50
850000.00,916366.06
800000.00,775519.25
110000.00,144091.27
725000.00,818984.19
180000.00,160855.84
3600000.00,3109479.75
120000.00,175436.08
475000.00,498084.44
1200000.00,1087291.75
8500000.00,8202253.00
120000.00,208756.25
0.00,85386.16
240000.00,310976.41
375000.00,351499.09
600000.00,648596.69
60000.00,144091.27
8000000.00,7860691.50
375000.00,489677.16
2300000.00,2456707.50
3200000.00,2955345.25
500000.00,520477.16
1000000.00,1142107.50
325000.00,379194.66
375000.00,431366.72
600000.00,577133.88
675000.00,653771.06
900000.00,1061248.75
1500000.00,1226521.38
9000000.00,9559716.00
230000.00,271728.84
2800000.00,2637366.00
750000.00,574390.00
750000.00,606723.62
3200000.00,3753309.00
140000.00,195993.38
825000.00,801107.94
170000.00,144091.27
425000.00,429626.91
1200000.00,1148107.00
500000.00,665510.50
1000000.00,992542.62
1700000.00,1566631.38
14500000.00,12910892.00
7000000.00,7794604.00
775000.00,960003.56
975000.00,978954.75
130000.00,222960.91
5000000.00,5489778.00
220000.00,221876.78
15500000.00,13791260.00
210000.00,169600.27
1200000.00,1060079.88
1400000.00,1284705.62
280000.00,285933.53
975000.00,816381.88
1500000.00,1363641.62
180000.00,221876.78
120000.00,175436.08
180000.00,158295.92
375000.00,143568.11
120000.00,315318.88
280000.00,310976.41
1600000.00,2110021.75
21000000.00,20817862.00
475000.00,503881.84
210000.00,271728.84
230000.00,100029.68
625000.00,647568.69
2700000.00,2553001.50
550000.00,752805.69
750000.00,1028796.50
525000.00,545421.38
2900000.00,2640618.75
1400000.00,1284705.62
1100000.00,2287509.50
825000.00,769756.31
750000.00,822493.00
100000.00,189640.73
400000.00,693061.19
650000.00,515243.59
525000.00,615645.06
750000.00,836733.56
375000.00,435554.41
2700000.00,2578820.75
11500000.00,12394894.00
3500000.00,3537715.00
3100000.00,3079508.00
600000.00,819453.38
675000.00,1010343.75
21000000.00,20233448.00
0.00,-1508847.50
900000.00,818331.44
240000.00,350747.53
5500000.00,5621145.50
260000.00,206198.02
120000.00,144091.27
130000.00,195993.38
900000.00,878669.00
3800000.00,3315087.00
450000.00,456933.16
2400000.00,2534786.00
375000.00,313599.84
800000.00,781617.75
375000.00,395624.03
625000.00,597525.94
725000.00,779282.31
325000.00,331547.50
400000.00,465963.44
525000.00,498707.44
1100000.00,1112909.88
4900000.00,4916530.00
1400000.00,1481516.25
425000.00,370057.59
60000.00,-50297.99
27000000.00,30312170.00
400000.00,370057.59
375000.00,403984.84
650000.00,686195.75
9000000.00,8419126.00
400000.00,355852.91
925000.00,879469.50
300000.00,250663.33
39000000.00,35916260.00
180000.00,222960.91
1800000.00,2316035.75
6500000.00,6356020.50
300000.00,166569.08
750000.00,636958.12
9500000.00,9234898.00
180000.00,193435.14
400000.00,440397.00
4400000.00,4314606.00
1000000.00,898083.94
350000.00,370057.59
925000.00,893249.25
120000.00,210198.03
60000.00,195993.38
800000.00,1321162.25
0.00,1038756.19
575000.00,577133.88
450000.00,489383.34
625000.00,600050.75
1000000.00,973158.94
7500000.00,7476872.50
3100000.00,2696684.50
475000.00,465963.44
450000.00,610874.50
2500000.00,2290935.00
950000.00,779282.31
280000.00,32481.02
170000.00,210198.03
150000.00,201319.48
5500000.00,5414327.50
90000.00,53875.62
1900000.00,2192783.50
220000.00,310976.41
1300000.00,1097654.88
1200000.00,1228855.12
16000000.00,14649082.00
1300000.00,1255156.25
350000.00,426192.31
375000.00,316150.81
26500000.00,25183464.00
110000.00,163470.33
3900000.00,4101334.75
2700000.00,2622078.00
950000.00,868658.75
1100000.00,1237760.00
775000.00,582601.19
1800000.00,1629936.12
6000000.00,5676082.00
900000.00,941897.75
525000.00,460956.44
475000.00,381419.34
750000.00,648596.69
1400000.00,1480444.38
775000.00,756353.38
500000.00,465963.44
475000.00,503881.84
200000.00,175436.08
6500000.00,5417626.00
950000.00,1073087.12
3300000.00,3002963.50
775000.00,740223.06
0.00,-98983.73
550000.00,1160915.25
625000.00,726923.00
425000.00,361027.31
70000.00,189640.73
500000.00,500544.75
16000000.00,15085192.00
725000.00,696031.19
350000.00,355852.91
400000.00,465788.78
600000.00,548051.75
550000.00,578799.25
975000.00,1163093.00
90000.00,-113034.56
4600000.00,4710532.00
60000.00,195993.38
1900000.00,2376726.00
600000.00,676975.56
4400000.00,4320012.00
425000.00,659526.06
2400000.00,2128236.50
625000.00,707543.94
1500000.00,1363936.00
775000.00,724126.12
160000.00,213930.66
12000000.00,11883658.00
290000.00,320021.72
850000.00,708927.25
110000.00,-64348.82
3100000.00,2917994.00
525000.00,577669.75
10000000.00,9743990.00
240000.00,161824.53
150000.00,-98829.86
140000.00,-113587.50
3000000.00,2601590.50
120000.00,195993.38
180000.00,195993.38
375000.00,370057.59
0.00,235595.91
9500000.00,9215046.00
600000.00,565286.62
725000.00,747358.56
130000.00,208756.25
350000.00,268062.66
6500000.00,7026428.00
290000.00,310976.41
100000.00,192184.00
1100000.00,1310567.00
2300000.00,2159200.50
300000.00,378418.41
140000.00,-64138.23
600000.00,590832.25
925000.00,916366.06
29500000.00,29336814.00
3200000.00,3100304.00
450000.00,460956.44
230000.00,239497.00
200000.00,221876.78
375000.00,377847.41
525000.00,668514.88
36000000.00,31616496.00
700000.00,674163.12
300000.00,336542.84
725000.00,791788.06
475000.00,609081.06
725000.00,820088.56
70000.00,187109.56
750000.00,724126.12
500000.00,512235.62
600000.00,571959.50
475000.00,455868.50
11500000.00,11419530.00
1800000.00,1930591.25
12500000.00,11984472.00
1900000.00,2061765.62
6000000.00,5458658.00
200000.00,412071.56
1600000.00,1737572.38
550000.00,597525.94
1300000.00,1500085.38
73500000.00,79034616.00
475000.00,498707.44
70000.00,195993.38
2800000.00,2838496.00
250000.00,370347.22
525000.00,525352.50
700000.00,653771.06
425000.00,365498.47
700000.00,861626.06
260000.00,285933.53
575000.00,561005.44
3700000.00,3674618.25
140000.00,195993.38
1800000.00,1796796.50
825000.00,718951.75
90000.00,210198.03
375000.00,427230.41
130000.00,101892.99
2100000.00,1759423.38
1200000.00,1355179.12
375000.00,336542.84
450000.00,419401.53
350000.00,350747.53
950000.00,1253267.50
450000.00,557754.81
500000.00,465963.44
325000.00,361027.31
625000.00,652485.75
850000.00,890482.19
10500000.00,10455416.00
100000.00,144091.27
100000.00,195993.38
2500000.00,2232528.50
70000.00,195993.38
800000.00,904906.38
230000.00,152346.91
425000.00,448355.53
7500000.00,7542664.00
5500000.00,4010751.50
450000.00,557754.81
875000.00,875902.31
3200000.00,3583475.50
0.00,64770.00
3400000.00,3397787.00
875000.00,768295.69
31000000.00,27644420.00
950000.00,1013718.88
100000.00,116097.67
140000.00,210198.03
3700000.00,3411690.50
600000.00,502759.94
400000.00,377716.34
675000.00,683360.81
7000000.00,6971863.00
3700000.00,3235537.50
60000.00,144091.27
400000.00,370057.59
475000.00,515805.00
1100000.00,1078744.12
700000.00,707463.00
900000.00,817434.19
475000.00,577133.88
110000.00,195993.38
425000.00,634392.00
1700000.00,2240047.00
400000.00,724607.56
230000.00,3929.53
140000.00,-49933.55
230000.00,208756.25
190000.00,224779.92
3200000.00,3485515.25
13000000.00,11864838.00
375000.00,271728.84
1000000.00,1040321.25
120000.00,195993.38
1500000.00,1559021.62
325000.00,648970.56
7000000.00,7296734.50
475000.00,381419.34
575000.00,498707.44
1100000.00,1317810.62
550000.00,595103.25
425000.00,453115.69
675000.00,648596.69
1600000.00,1733727.62
1200000.00,1092171.38
1400000.00,1407386.25
1600000.00,2092210.75
375000.00,336542.84
15500000.00,16445532.00
4400000.00,4381043.00
1900000.00,1925732.62
500000.00,529448.44
400000.00,405259.19
1000000.00,986098.31
0.00,149337.94
675000.00,587824.94
4400000.00,4234136.50
120000.00,158295.92
725000.00,794905.56
825000.00,886767.31
2100000.00,2198835.25
240000.00,221876.78
59000000.00,54466848.00
525000.00,511914.59
2400000.00,2176087.25
625000.00,571959.50
475000.00,486328.69
525000.00,571453.19
700000.00,780059.00
9000000.00,8256623.50
3000000.00,3010402.00
3300000.00,4095947.50
525000.00,344050.22
425000.00,456122.75
230000.00,18712.10
7500000.00,6811366.00
70000.00,175436.08
7000000.00,6923550.00
260000.00,240016.14
525000.00,498707.44
300000.00,361545.06
725000.00,756417.94
8000000.00,8526602.00
3800000.00,3300198.00
525000.00,611023.19
13000000.00,13631586.00
425000.00,395624.03
500000.00,509575.00
3700000.00,3778621.50
260000.00,355852.91
550000.00,655899.69
925000.00,1057964.75
375000.00,503881.84
475000.00,449138.91
2200000.00,2194286.25
7500000.00,8161935.00
375000.00,370057.59
280000.00,285933.53
550000.00,524274.06
0.00,4101700.00
700000.00,583321.25
4800000.00,4613942.00
650000.00,718951.75
5500000.00,6252470.00
875000.00,1426797.50
475000.00,498707.44
9500000.00,8760386.00
7000000.00,6252656.50
11500000.00,13152846.00
675000.00,621303.44
550000.00,560112.25
2900000.00,2800545.75
1200000.00,1175959.38
750000.00,777624.62
160000.00,175436.08
850000.00,736829.19
6000000.00,5453483.50
1100000.00,1121767.12
280000.00,285933.53
2500000.00,2861818.50
5500000.00,5878836.50
1700000.00,1525934.50
950000.00,908519.94
350000.00,325181.09
1300000.00,1823728.88
6000000.00,5486501.00
5000000.00,4343018.00
300000.00,356370.66
290000.00,312168.41
3200000.00,3323722.50
8500000.00,7755468.50
725000.00,704747.06
300000.00,310976.41
750000.00,765463.69
7000000.00,6984416.00
1000000.00,1016937.06
23000000.00,24189684.00
280000.00,356093.00
525000.00,388348.28
4200000.00,3456997.25
450000.00,571959.50
190000.00,222960.91
150000.00,210198.03
130000.00,208756.25
170000.00,67077.73
130000.00,195993.38
750000.00,618085.38
170000.00,144091.27
500000.00,444967.97
200000.00,175436.08
4100000.00,3474040.50
0.00,125077.70
600000.00,555246.12
550000.00,631808.62
400000.00,473465.38
60000.00,-201663.50
2400000.00,2389799.00
210000.00,325181.09
60000.00,175436.08
1000000.00,1203973.00
425000.00,310976.41
575000.00,587505.12
180000.00,212814.23
2900000.00,2974149.50
775000.00,702087.00
750000.00,724126.12
7000000.00,6713302.00
7500000.00,7578392.50
19500000.00,17451178.00
160000.00,208756.25
1500000.00,1612114.75
160000.00,195993.38
900000.00,939124.94
10000000.00,10262442.00
600000.00,594876.38
400000.00,445666.78
160000.00,271728.84
1800000.00,2146418.00
500000.00,426192.31
1200000.00,1087291.75
950000.00,971332.56
625000.00,874401.12
2300000.00,2395479.50
1100000.00,1065995.50
950000.00,1188150.38
6500000.00,6270658.50
425000.00,451584.09
130000.00,195993.38
875000.00,852843.44
8000000.00,7410720.50
800000.00,829325.06
80000.00,144091.27
600000.00,706981.25
3800000.00,4063378.25
40000.00,17779.34
600000.00,670096.31
90000.00,33166.02
1300000.00,1174332.38
850000.00,965866.31
450000.00,360320.34
2500000.00,2171891.25
850000.00,965866.31
130000.00,175436.08
925000.00,906306.88
1000000.00,1270441.62
1700000.00,1604797.38
190000.00,236081.41
7000000.00,7843955.00
3600000.00,3804688.75
650000.00,696182.31
12500000.00,12120742.00
0.00,66686.39
50000.00,195993.38
3300000.00,2795541.75
4300000.00,3942822.00
50000.00,189640.73
825000.00,946502.06
1600000.00,1612559.50
2200000.00,1980250.75
425000.00,919007.12
12000000.00,11216262.00
500000.00,651305.81
5500000.00,5051165.50
0.00,-363154.38
850000.00,829325.06
625000.00,471703.22
400000.00,425191.34
4500000.00,4595512.50
110000.00,210198.03
3300000.00,3602351.25
2400000.00,2418987.25
2400000.00,2416890.00
875000.00,802479.25
725000.00,611898.00
250000.00,313253.38
4300000.00,4351022.00
450000.00,503881.84
24000000.00,24344098.00
170000.00,236081.41
40000.00,-138244.00
1900000.00,1754277.25
9000000.00,9537920.00
2200000.00,2055242.12
140000.00,210198.03
0.00,91493.77
250000.00,285933.53
600000.00,524505.25
120000.00,195993.38
140000.00,195993.38
2900000.00,2561376.25
280000.00,330355.50
825000.00,821500.00
120000.00,195993.38
4300000.00,4406515.00
160000.00,144091.27
4000000.00,4029995.00
110000.00,189640.73
500000.00,501098.03
2100000.00,1858725.50
4300000.00,4320909.50
1400000.00,1688534.62
1100000.00,1036446.38
8500000.00,8321680.00
1600000.00,1736048.62
12000000.00,11034210.00
1100000.00,999514.19
70000.00,195993.38
1700000.00,1668686.75
650000.00,636153.00
675000.00,597525.94
975000.00,1304502.38
160000.00,208756.25
375000.00,395624.03
425000.00,458313.31
250000.00,263274.50
900000.00,1097064.38
375000.00,271728.84
120000.00,101476.72
825000.00,685116.81
24500000.00,25904862.00
7000000.00,6865805.00
3700000.00,3612898.00
21000000.00,23212452.00
3200000.00,3099503.00
2300000.00,1897880.00
375000.00,524274.06
1600000.00,1432615.75
0.00,-276073.19
550000.00,647568.69
2000000.00,2271650.00
875000.00,829325.06
130000.00,221559.72
1200000.00,1370219.88
400000.00,395624.03
1400000.00,1693622.88
5000000.00,4598975.00
575000.00,735953.44
100000.00,89316.41
0.00,337391.34
2100000.00,2117270.00
675000.00,574790.50
240000.00,215524.11
375000.00,537856.69
240000.00,421120.00
18000000.00,18013632.00
1100000.00,1028623.25
525000.00,426192.31
160000.00,267967.38
1600000.00,1500085.38
300000.00,480170.94
210000.00,248997.78
200000.00,239792.75
550000.00,559038.19
325000.00,336542.84
300000.00,341202.31
625000.00,648596.69
3500000.00,3581092.50
0.00,217974.75
2800000.00,2811018.00
3400000.00,2927354.50
475000.00,441903.25
425000.00,596818.50
6000000.00,6448577.00
7000000.00,6020739.50
300000.00,350747.53
290000.00,339400.81
3700000.00,3403670.50
2800000.00,2594079.25
250000.00,280730.25
550000.00,881036.25
130000.00,158295.92
20000000.00,22662398.00
800000.00,898955.12
200000.00,310976.41
675000.00,672698.88
26500000.00,24144690.00
1100000.00,1013718.88
300000.00,426192.31
3100000.00,3004123.25
525000.00,525352.50
700000.00,818995.25
7500000.00,7386338.50
600000.00,656583.50
550000.00,681466.12
2300000.00,1859660.00
550000.00,613300.69
850000.00,683360.81
2500000.00,2568230.50
350000.00,310976.41
24000000.00,25728588.00
1600000.00,2941381.00
1400000.00,1501750.50
4900000.00,4236849.50
375000.00,226755.09
600000.00,559038.19
260000.00,434541.62
875000.00,866323.31
650000.00,735953.44
650000.00,710053.06
60000.00,175436.08
3900000.00,3580402.00
1100000.00,1065995.50
2000000.00,1962066.75
925000.00,976181.94
900000.00,712637.38
290000.00,350747.53
8000000.00,7893054.00
240000.00,291107.94
90000.00,195993.38
140000.00,267967.38
180000.00,241255.81
7000000.00,6426823.50
190000.00,241255.81
7500000.00,7465540.00
13000000.00,11976076.00
150000.00,222960.91
1200000.00,1187438.50
1100000.00,885360.31
850000.00,915292.94
1500000.00,1363936.00
475000.00,571959.50
7000000.00,6647612.00
4900000.00,4579307.50
11000000.00,11810862.00
375000.00,325181.09
280000.00,305831.53
170000.00,208756.25
7000000.00,6744900.50
250000.00,285933.53
2900000.00,2816339.75
500000.00,855091.06
3000000.00,2798907.50
220000.00,-137077.62
2200000.00,2366265.50
0.00,-251859.34
825000.00,881601.94
8500000.00,8778226.00
190000.00,267967.38
4100000.00,4216007.50
9500000.00,9832090.00
300000.00,375232.00
8000000.00,7769901.00
400000.00,426192.31
1400000.00,1577863.38
220000.00,94855.27
675000.00,669201.06
400000.00,442316.22
3300000.00,3468453.00
120000.00,195993.38
675000.00,594876.38
7500000.00,6974598.00
3400000.00,3558423.00
1900000.00,1894797.88
2300000.00,2611818.25
6500000.00,6535819.00
130000.00,195993.38
50000.00,195993.38
18000000.00,17226942.00
525000.00,382361.94
1800000.00,1708413.25
50000.00,210198.03
825000.00,876743.75
350000.00,395624.03
200000.00,271728.84
60000.00,144091.27
500000.00,355852.91
210000.00,271728.84
1100000.00,1112909.88
675000.00,727359.62
425000.00,310976.41
16500000.00,16342368.00
1800000.00,1854471.12
3600000.00,4885895.50
70000.00,37158.44
1300000.00,1263312.88
40000.00,18961.33
3900000.00,3871104.00
3100000.00,2897314.75
950000.00,927942.69
24500000.00,27187992.00
130000.00,189640.73
170000.00,210198.03
575000.00,710387.00
550000.00,467359.09
80000.00,189640.73
68000000.00,61719864.00
100000.00,89316.41
270000.00,310976.41
1000000.00,864818.50
3000000.00,3409002.00
110000.00,195993.38
5000000.00,5297492.50
1000000.00,1198721.50
425000.00,465788.78
280000.00,355852.91
210000.00,293533.81
925000.00,838045.69
2700000.00,2311080.75
6500000.00,6320082.00
6000000.00,6416732.00
900000.00,811167.12
475000.00,510069.19
450000.00,571103.38
675000.00,597525.94
525000.00,489740.94
5500000.00,7145330.00
280000.00,325181.09
10000000.00,9670062.00
550000.00,557754.81
1000000.00,1005130.81
625000.00,597525.94
450000.00,484114.12
8500000.00,8595690.00
800000.00,780059.00
1000000.00,1013660.19
2100000.00,1956142.62
925000.00,1159086.00
1400000.00,1234662.88
950000.00,1008457.25
2100000.00,1776439.25
825000.00,683360.81
650000.00,589643.69
450000.00,484502.75
375000.00,355852.91
210000.00,181705.73
100000.00,175436.08
1100000.00,1229290.38
80000.00,195993.38
925000.00,733322.56
90000.00,195993.38
2100000.00,2144859.00
17000000.00,16587860.00
220000.00,285933.53
0.00,-301210.31
210000.00,271728.84
400000.00,440397.00
12500000.00,10905000.00
5000000.00,4859914.00
600000.00,736829.19
1800000.00,1917514.88
1100000.00,1112858.00
220000.00,221876.78
110000.00,210198.03
110000.00,444573.47
850000.00,881601.94
7500000.00,7944841.50
1300000.00,1896595.75
975000.00,815120.38
240000.00,229723.03
120000.00,176357.45
975000.00,881601.94
1300000.00,1234464.75
4100000.00,4116488.25
775000.00,633157.69
625000.00,514643.88
300000.00,500727.56
675000.00,788157.69
1100000.00,1230196.12
180000.00,195993.38
3200000.00,2818130.50
130000.00,221876.78
500000.00,440397.00
1300000.00,2088868.88
1500000.00,1438945.38
1700000.00,1896682.25
180000.00,190462.84
1200000.00,1304464.25
10000000.00,9617260.00
475000.00,427230.41
875000.00,683360.81
90000.00,210198.03
475000.00,503881.84
250000.00,221876.78
4100000.00,4766377.00
6500000.00,8135798.00
3100000.00,3057483.75
4000000.00,3904428.75
290000.00,316150.81
525000.00,451758.75
3100000.00,3186783.25
700000.00,620819.44
210000.00,271728.84
350000.00,370057.59
875000.00,974721.12
6000000.00,5319012.00
300000.00,370057.59
600000.00,541626.38
1000000.00,1029832.88
1100000.00,1042584.81
500000.00,509980.59
750000.00,779270.25
750000.00,685474.94
3300000.00,2964176.25
280000.00,311499.97
575000.00,554451.81
300000.00,300515.47
675000.00,698265.31
90000.00,210198.03
6500000.00,8494856.00
60000.00,210198.03
2700000.00,2647644.25
1200000.00,1247655.62
1200000.00,1581608.62
110000.00,195993.38
425000.00,431462.09
2500000.00,2449079.25
800000.00,758970.00
1200000.00,1150109.38
290000.00,271728.84
5000000.00,5307739.00
3400000.00,3243867.50
525000.00,524274.06
425000.00,571385.19
375000.00,336542.84
110000.00,-69523.22
625000.00,571959.50
35500000.00,32922122.00
550000.00,724205.88
110000.00,210198.03
2300000.00,3042219.50
160000.00,195993.38
550000.00,509575.00
625000.00,698107.56
110000.00,210198.03
60000.00,158295.92
180000.00,210198.03
220000.00,-38571.83
575000.00,582400.12
0.00,286250.31
140000.00,195993.38
350000.00,484502.75
2800000.00,2612400.00
290000.00,370057.59
90000.00,195993.38
700000.00,715985.81
22500000.00,21303288.00
110000.00,175436.08
80000.00,107832.95
2600000.00,2860839.50
625000.00,562929.19
800000.00,1132197.38
425000.00,536565.81
110000.00,195993.38
250000.00,342286.44
220000.00,193435.14
150000.00,145586.34
550000.00,503881.84
2000000.00,1982209.00
2100000.00,1915607.00
6500000.00,6053771.50
425000.00,458313.31
325000.00,350747.53
400000.00,300515.47
50000.00,-79604.60
4700000.00,4497165.00
725000.00,932862.06
1100000.00,1073087.12
1400000.00,1855599.88
475000.00,451758.75
400000.00,360843.91
1900000.00,1799110.00
120000.00,-44697.68
450000.00,502233.75
550000.00,484502.75
625000.00,726018.38
2000000.00,2108914.75
725000.00,666604.06
775000.00,648596.69
450000.00,557754.81
2900000.00,2907975.25
675000.00,838200.44
475000.00,445571.41
4700000.00,4342891.00
4900000.00,4396652.50
600000.00,571959.50
1500000.00,1566962.25
700000.00,664215.31
3500000.00,3088764.00
450000.00,431366.72
270000.00,221876.78
500000.00,602700.31
10000.00,-157215.72
2500000.00,2630065.50
7000000.00,7572874.00
1400000.00,1591596.62
650000.00,519266.88
1200000.00,1249941.50
1000000.00,1739889.00
230000.00,285933.53
290000.00,378418.41
60000.00,357584.34
3000000.00,4014845.00
60000.00,144091.27
475000.00,454313.31
1100000.00,907525.75
6500000.00,5684397.50
325000.00,475631.28
1200000.00,1042129.12
250000.00,141584.75
4300000.00,4020291.00
350000.00,370057.59
1100000.00,1249826.88
60000.00,144091.27
11500000.00,10742374.00
270000.00,268062.66
975000.00,829325.06
575000.00,498707.44
11000000.00,11411318.00
3000000.00,2971194.50
725000.00,647568.69
1500000.00,2529703.50
925000.00,941309.69
2500000.00,2284557.75
220000.00,327744.88
725000.00,1047022.06
0.00,-175140.95
130000.00,-126728.42
525000.00,674163.12
6000000.00,6145830.50
875000.00,758970.00
90000.00,118081.79
600000.00,548051.75
475000.00,564212.56
450000.00,445605.06
3900000.00,3665415.25
110000.00,88772.45
1200000.00,1233451.00
110000.00,195993.38
2200000.00,1998037.62
2100000.00,1945432.88
600000.00,524505.25
525000.00,598178.31
450000.00,355852.91
2400000.00,2219897.25
4000000.00,3769093.75
675000.00,688276.00
0.00,-523827.62
80000.00,175436.08
825000.00,708927.25
180000.00,156854.14
8000000.00,7962847.00
190000.00,241255.81
8000000.00,6441339.50
4100000.00,3886370.50
120000.00,195993.38
12000000.00,13881354.00
1000000.00,886816.69
4600000.00,3689572.75
5500000.00,5504044.00
2300000.00,2153234.75
4100000.00,3748023.00
950000.00,973857.69
700000.00,719296.38
260000.00,271728.84
160000.00,207639.83
1300000.00,1179989.50
1800000.00,1591067.88
2600000.00,2259433.75
325000.00,271728.84
160000.00,208756.25
1200000.00,941387.69
1400000.00,1380937.75
17500000.00,17521358.00
90000.00,175436.08
0.00,328821.91
170000.00,175436.08
5000000.00,4346616.00
350000.00,370057.59
150000.00,208756.25
70000.00,195993.38
475000.00,519266.88
3400000.00,2781948.75
2300000.00,2256822.00
4300000.00,4320231.00
575000.00,498707.44
775000.00,668896.94
300000.00,377527.84
110000.00,-69523.22
120000.00,195993.38
10500000.00,12287112.00
90000.00,195993.38
7500000.00,6935761.50
650000.00,640278.25
2800000.00,2685968.75
1100000.00,1121756.12
875000.00,838164.94
4200000.00,3914250.25
1300000.00,1309921.88
1200000.00,1212913.88
875000.00,908599.75
120000.00,210198.03
3200000.00,3193349.75
270000.00,285933.53
1900000.00,1918053.88
220000.00,221876.78
1300000.00,1329352.75
160000.00,207639.83
300000.00,355852.91
3800000.00,3794545.50
975000.00,908599.75
220000.00,224779.92
425000.00,426192.31
850000.00,724126.12
5000000.00,4508480.50
1100000.00,852118.62
725000.00,562929.19
1000000.00,883750.81
825000.00,848712.31
775000.00,755432.25
8000000.00,7847543.00
575000.00,634392.00
850000.00,1017057.25
975000.00,1328399.25
3400000.00,3428676.25
1300000.00,1577713.50
700000.00,1082154.62
1400000.00,1085150.75
14500000.00,13360390.00
1900000.00,1756521.12
375000.00,370057.59
210000.00,271728.84
400000.00,318155.53
375000.00,738812.19
750000.00,781919.81
12500000.00,12610072.00
950000.00,852391.12
425000.00,607208.88
2300000.00,2895672.75
350000.00,327279.78
2400000.00,2271355.00
425000.00,390863.84
2600000.00,2553001.50
350000.00,370057.59
200000.00,175436.08
2200000.00,1891824.50
3200000.00,2558908.50
11000000.00,12220186.00
6500000.00,7112378.50
1800000.00,2098009.00
825000.00,779282.31
7000000.00,6619474.00
475000.00,540869.25
260000.00,268376.88
1200000.00,1257186.12
425000.00,381419.34
5500000.00,5781884.50
1000000.00,878669.00
850000.00,889140.88
600000.00,634392.00
3500000.00,3252877.00
2200000.00,2398324.25
10500000.00,10074322.00
475000.00,444506.75
1800000.00,1949635.12
425000.00,440397.00
350000.00,381419.34
525000.00,557754.81
850000.00,784801.31
1000000.00,915667.25
1800000.00,1744675.25
4500000.00,4522520.00
20000.00,-84325.44
250000.00,271728.84
6000000.00,6240925.50
50000.00,144091.27
1300000.00,1191537.12
7000000.00,6975036.00
24000000.00,26840446.00
2700000.00,2772667.50
750000.00,801848.38
270000.00,310976.41
825000.00,805992.75
1000000.00,858181.81
9500000.00,8610224.00
1100000.00,1170349.50
150000.00,195993.38
3100000.00,2661049.25
600000.00,668896.94
260000.00,285933.53
325000.00,326373.09
120000.00,210198.03
4300000.00,4308282.00
130000.00,144091.27
7500000.00,7969713.00
7000000.00,7203685.50
280000.00,272304.72
8500000.00,7830586.00
